,ReviewBody,ReviewStar,sentiment
6332,"Second time am facing the issue. Double voice hearing like a mimicry.
",1,0
6325,"One side earphone is not working i want a replacement or repair it and give me
",1,0
6323,"sound quality is very bad
",1,0
2290,"The earphone gets discharged very quickly less than 15 minutes... Faulty product
",1,0
6322,"Not much good as expected
",1,0
6318,"Sound was not good.. u can heard surrounded voice also while using this
",1,0
6315,"Sound quality is not that good compared to price
",1,0
6310,"Best product to listen music.🤗Worst for calling purpose 😔
",1,0
6309,"Its working with one pc/ one mobile at time..also sound breaks continuously in between
",1,0
6307,"Connectivity issue range only 2 metersSo please avoid if anyone planning jbl
",1,0
6354,"Worst battery . After charging fully it works only for 1 hour..
",1,0
6367,"Not for music loversEspecially those who need more bass
",1,0
6376,"Not gud sounds quality and not fir in ears plz give me other options
",1,0
6377,"Sound Quality Very Very Low against JBL Company Name...
",1,0
6426,"Battery
",1,0
6425,"earbuds are very big causing pain in ears..
",1,0
6423,"Not at all worth it.
",1,0
6418,"Sound is very law ; in crowded place I can’t here
",1,0
6411,"Sound quality is not good for this price range. Waste of money
",1,0
6410,"Techinical problems araised. battery life low.. waste of money
",1,0
6408,"Delivered on 17 th of may and already its left ear bud is dead
",1,0
2256,"Absolutely waste...you cannot use any application its keep on making some beep noises when scrolling through your social media and you can’t turn it off..
",1,0
6452,"The voice is not heard to the receiver
",1,0
6405,"Sound is well but noise cancelling is not good
",1,0
6396,"M not satisfied with the product as noise cancellations
",1,0
6394,"sound quality was not good... & also no option to return once u bye it
",1,0
6389,"I like the the sound qualitiy and very dissapointed from battery life
",1,0
6388,"Waste of money; horrible quality.
",1,0
2265,"I Expected more clarity in Music.Product is not recommended for this price...300rupees earphones are performing better than this....I strongly recommend not to use
",1,0
6387,"Sound is not as expected and noise cancellation as well. Disappointed
",1,0
6385,"Dont buy it this one...  sound quality is not a sgood as expected
",1,0
6381,"Dont buy. Wastage of money. Better not to regret later on.
",1,0
6403,"I don't like the wire..... earplugs didn't fit my ears
",1,0
6956,"I have bought this and immediately post 1 day of less use right headset stopped working. Unsatisfied with product like JBL.
",1,0
6621,"Bluetooth range not good
",1,0
6637,"15 days worked west Headphones
",1,0
6874,"Amazon fools customers by increasing price and giving discountsWorst battery lifeWon’t stay in earsNot great sound quality
",1,0
2108,"Never buy this product. Battery backup is tooooo low. I have asked for replacement but they have returned me as it is.
",1,0
2109,"worst product ever used.. discharge in 1 hr no matter how long u charge and if u try to return they will not accept ur return. in short u r stuck with product once bought
",1,0
6873,"Crazy af 😂
",1,0
2111,"Today is June-26 bought it in the month of April. It doesn't connect to the phone and powers off for no reason . Bought it for Rs 1500
",1,0
6870,"Within 20 days it has stopped working and I have my return window closed with Amazon. Don't know what to do with this now after paying a bomb of a price!!!
",1,0
6865,"Worse experience ever; had very expectation for JBL but was totally shattered as microphone stopped working after 3 days of use. Was shocked how it could happen. bought at discount of Rs. 1000/- but now replacement not available.
",1,0
6858,"Not more than three week the power button does not work properly ;get disconnected often and actually sound quality is poor ;battery life is 2-3 hour do not buy this product they are selling some cheap china stuff doesn't worth ""2k"". Not expected anything like this from amazon they are selling duplicte product please don't buy from amazon
",1,0
6857,"I bought directly from JBL website and was giving a cracking sound while reducing volume. Since I bought from JBL website and didnt have an option to return and customer care said to visit service center. Such a pathetic product which I need to take to service center in just 2 weeks.
",1,0
2119,"I ordered boat rockerz 255 two and half month ago;the right ear bud stopped working;now i dont know where to claim the warranty becuase in pune there is no service center.
",1,0
6845,"Bought it 2 months back..it is quite good..the charging and sound quality is good at this price..but the ear bud/ear piece started removing slowly; Although I used it very smoothly  but it din help me out..the gum is not great..and i recommend you to not to buy these product because we cant even exchange it and we get better quality earphones at this price..hope my review helps you out there!!Thank you..
",1,0
6842,"When i purchased this earphones I felt rlly good but after someday on right side of earbuds some sort of interaction takes place it’s so distracting the songs waste of 3K money 🤦🏻‍♂️ I think better try fr some other companies other than JBL
",1,0
6841,"Pls dont buy
",1,0
6836,"After receive when i charge and listening song but left side speaker stop working only right side one sound.
",1,0
6830,"Bed
",1,0
6829,"Bad
",1,0
6814,"Worst
",1,0
6875,"Bought it as a gift for friend's birthday and handover to him as surprise gift on his birthday. He opened it and found that its right ear is not working and it turns out to be very awkward.
",1,0
6880,"Quality is not upto what we expected it is totally disappointing quality; this product can be invest Rs.199 is more for this product.
",1,0
6882,"Too much noise at the other end when using this headset for making calls. Microphone capturing lot of external noise and very low quality.
",1,0
